	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché	identifiant
4	der Schaumwein mit zugesetzter	la crème de cassis	False	Alimentation	13	1		False		3147
5	Kohlensäure	le bitter	False	Alimentation	13	1		False		3148
6	der Champagner, -	le tord-boyaux	False	Alimentation	13	1	der Champagner	True	Champagner	3149
7	das Flaschengärverfahren	le café ; les cafés	False	Alimentation	13	1	das Flaschengärverfahren	True	Flaschengärverfahren	3150
8	die Dosierung	le caféier	False	Alimentation	13	1	die Dosierung	True	Dosierung	3151
9	der Sekt, e	le café vert	False	Alimentation	13	1	der Sekt	True	Sekt	3152
10	der Perlwein	le grain de café	False	Alimentation	13	1	der Perlwein	True	Perlwein	3153
11	die Perls, das Bläschen	la torréfaction ; torréfier	False	Alimentation	13	1	die Perls	True	Perls	3154
12	der Schaum	le torréfacteur	False	Alimentation	13	1	der Schaum	True	Schaum	3155
13	leicht moussierend	moudre le café	False	Alimentation	13	1		False		3156
14	der Likörwein, e	le café oulu	False	Alimentation	13	1	der Likörwein	True	Likörwein	3157
15	der Dessertwein/Süßwein	le café soluble	False	Alimentation	13	1	"der Dessertwein
der"	True	"Dessertwein
der"	3158
16	der Portwein	soluble	False	Alimentation	13	1	der Portwein	True	Portwein	3159
17	der Sherry	(verser de l'eau bouillante sur le cat	False	Alimentation	13	1	der Sherry	True	Sherry	3160
18	der Wermutwein	moulu)	False	Alimentation	13	1	der Wermutwein	True	Wermutwein	3161
19	die Weinqualität	le arc de café	False	Alimentation	13	1	die Weinqualität	True	Weinqualität	3162
20	die Bezeichnung	la cafetière automatique	False	Alimentation	13	1	die Bezeichnung	True	Bezeichnung	3163
21	der Tafelwein	le perclateur ; le perco	False	Alimentation	13	1	der Tafelwein	True	Tafelwein	3164
22	das Gewächs, e, die Appellation, en	l'express ; un express bien serré	False	Alimentation	13	1	das Gewächs	True	Gewächs	3165
23	die Spitzenweine/die Spitzengewächse	le iltre en papier	False	Alimentation	13	1	"die Spitzenweine
die"	True	"Spitzenweine
die"	3166
24	ein Wein gehobener Qualität	la caféine ; décaféiné	False	Alimentation	13	1		False		3167
25	die geprüfte Herkunftsbezeichnung	un café noir/un café nature	False	Alimentation	13	1		False		3168
26	Qualitätswein bestimmter	le café crème/au lait	False	Alimentation	13	1		False		3169
27	Anbaugebiete (QbA)	un café glacé	False	Alimentation	13	1		False		3170
28	Qualitätswein mit Prädikat :	le café de alt	False	Alimentation	13	1		False		3171
29	Kabinett	la chicorée	False	Alimentation	13	1		False		3172
30	Spätlese	le café, le jus	False	Alimentation	13	1		False		3173
31	Auslese	la lavasse \	False	Alimentation	13	1		False		3174
32	Besrenauslese	elethé	False	Alimentation	13	1		False		3175
33	Trockenbeeren-Auslese	le théier	False	Alimentation	13	1		False		3176
34	der Eiswein	faire du thé	False	Alimentation	13	1	der Eiswein	True	Eiswein	3177
35	"der Jahrgang, ""e"	prendre le thé	False	Alimentation	13	1	der Jahrgang	True	Jahrgang	3178
36	ein großer Jahrgang	le thé vert	False	Alimentation	13	1		False		3179
37	der neue Wein	la euille de thé	False	Alimentation	13	1		False		3180
38	auf Vorbestellung verkaufen	le élange de thé	False	Alimentation	13	1		False		3181
39	die Flasche, n	le sachet de thé	False	Alimentation	13	1	die Flasche	True	Flasche	3182
40	"der Flaschenhals, ""a"	la boîte à thé	False	Alimentation	13	1	der Flaschenhals	True	Flaschenhals	3183
41	"der Flaschenboden, """	la théière	False	Alimentation	13	1	der Flaschenboden	True	Flaschenboden	3184
42	die Korbflasche	la tisane, l’infusion 	False	Alimentation	13	1	die Korbflasche	True	Korbflasche	3185
43	der Flascheninhalt, e	laisser infuser	False	Alimentation	13	1	der Flascheninhalt	True	Flascheninhalt	3186
44	die 1/2-Flasche (die halbe Flasche)	l'infusion de enthe	False	Alimentation	13	1		False		3187
45	die Flasche	l'infusion de tilleul	False	Alimentation	13	1	die Flasche	True	Flasche	3188
46	die Doppelflasche	la décoction	False	Alimentation	13	1	die Doppelflasche	True	Doppelflasche	3189
47	das Etikett, en/s		False	Alimentation	13	1	das Etikett	True	Etikett	3190
48	die Halsschleife, n		False	Alimentation	13	1	die Halsschleife	True	Halsschleife	3191
49	das Rückenetikett, en/s		False	Alimentation	13	1	das Rückenetikett	True	Rückenetikett	3192
50	die Auszeichnung, en ; die Prämierung, en		False	Alimentation	13	1	die Auszeichnung	True	Auszeichnung	3193
51	Großer Preis m, Siberner Preis, Bronzenar Preis		False	Alimentation	13	1		False		3194
52	die Erzeugerabfüllung, en		False	Alimentation	13	1	die Erzeugerabfüllung	True	Erzeugerabfüllung	3195
53	; auf dem Weingut abgefüllt		False	Alimentation	13	1		False		3196
54	im Weinanbaugebiet abgefüllt		False	Alimentation	13	1		False		3197
55			False	Alimentation	13	1		False		3198
0	gustation	la	False	Alimentation	14	0		False		3199
1	in	la salle de dégustation	False	Alimentation	14	0		False		3200
2	die Probierstube, n	la confrérie vinicle	False	Alimentation	14	0	die Probierstube	True	Probierstube	3201
3	die Weinbruderschaft, en	l'amateur de vin	False	Alimentation	14	0	die Weinbruderschaft	True	Weinbruderschaft	3202
4	der Weinfreund, e ; der Weinkenner, -	le dégustateur	False	Alimentation	14	0	der Weinfreund	True	Weinfreund	3203
5	der Verkoster, -	la sonde	False	Alimentation	14	0	der Verkoster	True	Verkoster	3204
6	der Stechheber, -	la pipette, le tastevin pipet	False	Alimentation	14	0	der Stechheber	True	Stechheber	3205
7	der Probenheber	la tasse à déguster, le taste	False	Alimentation	14	0	der Probenheber	True	Probenheber	3206
8	die Probetasse, n	le crachoir ; cracher	False	Alimentation	14	0	die Probetasse	True	Probetasse	3207
9	das Spuckbecken, - ;aus-spucken	déboucher une bouteille	False	Alimentation	14	0	das Spuckbecken	True	Spuckbecken	3208
10	eine Flasche entkorken	le tire-bouchon	False	Alimentation	14	0		False		3209
11	der Korkenzieher, -	le bouchon	False	Alimentation	14	0	der Korkenzieher	True	Korkenzieher	3210
12	der Korken, -	tempérer un vin	False	Alimentation	14	0	der Korken	True	Korken	3211
13	einen Wein temperieren	frappé	False	Alimentation	14	0		False		3212
14	gekühlt	glacé	False	Alimentation	14	0		False		3213
15	eisgekühlt	frais	False	Alimentation	14	0		False		3214
16	frisch	chambrer un vin	False	Alimentation	14	0		False		3215
17	einen Wein chambrieren	le décantage ; décanter	False	Alimentation	14	0		False		3216
18	das Dekantieren ; dekantieren	les dépôts 	False	Alimentation	14	0	das Dekantieren	True	Dekantieren	3217
19	der Bodensatz, der Niederschlag	la carafe à décantation	False	Alimentation	14	0	der Bodensatz	True	Bodensatz	3218
20	die Weinkaraffe, n	le verre à déguster	False	Alimentation	14	0	die Weinkaraffe	True	Weinkaraffe	3219
21	"das Probierglas, ""er"	remplir le verre au tiers	False	Alimentation	14	0	das Probierglas	True	Probierglas	3220
22	das Glas zu einem Drittel füllen	° la dégustation	False	Alimentation	14	0		False		3221
23	die Verkostung, en, die Weinprobe, die Kostprobe, n	la dégustation à l’aveugle	False	Alimentation	14	0	die Verkostung	True	Verkostung	3222
24	die verdeckte Weinprobe	le dégustaieur	False	Alimentation	14	0		False		3223
25	der Verkoster, -, der Degustator, en	goûter un vin	False	Alimentation	14	0	der Verkoster	True	Verkoster	3224
26	einen Wein verkosten	identifier un vin	False	Alimentation	14	0		False		3225
27	einen Wein identifizieren, erkennen, a,a	déterminer l’âge	False	Alimentation	14	0		False		3226
28	das Alter bestimmen	la description du vin	False	Alimentation	14	0	das Alter	True	Alter	3227
29	die Weinbeschreibung	ol'examen visuel	False	Alimentation	14	0	die Weinbeschreibung	True	Weinbeschreibung	3228
30	die optische Prüfung	” irer le vin à contre-jour	False	Alimentation	14	0		False		3229
31	den Wein im Gegenlicht betrachten	la limpidité, la transparence	False	Alimentation	14	0		False		3230
32	die Klarheit	la brillance, l'éclat 	False	Alimentation	14	0	die Klarheit	True	Klarheit	3231
33	die Brillanz	la couleur, la robe	False	Alimentation	14	0	die Brillanz	True	Brillanz	3232
34	die Farbe, das Kleid	l'intensité 	False	Alimentation	14	0	die Farbe	True	Farbe	3233
35	die Farbtiefe, die Farbintensität	la nuance	False	Alimentation	14	0	die Farbtiefe	True	Farbtiefe	3234
36	"der Farbton, ""e, die Nuance, n"	la viscosité	False	Alimentation	14	0	der Farbton	True	Farbton	3235
37	die Konsistenz	faire tourner le vin dans	False	Alimentation	14	0	die Konsistenz	True	Konsistenz	3236
38	den Wein im Glas schwenken	le verre	False	Alimentation	14	0		False		3237
39	Tränen bilden sich.	Des larmes se orment.	False	Alimentation	14	0		False		3238
40	die Prüfung der Geruchsstoffe	l'examen olfactit	False	Alimentation	14	0		False		3239
41	die Geruchsanalyse	l'analyse olfactive	False	Alimentation	14	0	die Geruchsanalyse	True	Geruchsanalyse	3240
42	die Geruchsstoffe mp!	les substances odoriférante:	False	Alimentation	14	0	die Geruchsstoffe	True	Geruchsstoffe	3241
43	"der Geruch, ""e"	l'odeur 	False	Alimentation	14	0	der Geruch	True	Geruch	3242
44	geruchsintensiv	odorant	False	Alimentation	14	0		False		3243
45	die Nase	le nez	False	Alimentation	14	0	die Nase	True	Nase	3244
46	zurückhaltend	discret	False	Alimentation	14	0		False		3245
47	reserviert, verschlossen	réservé	False	Alimentation	14	0		False		3246
48	hochfein	subtil	False	Alimentation	14	0		False		3247
49	kräftig	puissant	False	Alimentation	14	0		False		3248
50	der Duft (des Weins), das Aroma, men	l'arôme 	False	Alimentation	14	0		False		3249
51	das Sortenaroma	l'arme primaire, l'arôme de cépage	False	Alimentation	14	0	das Sortenaroma	True	Sortenaroma	3250
52	das Gäraroma	l'arôme secondaire/de	False	Alimentation	14	0	das Gäraroma	True	Gäraroma	3251
53	das Bukett, das tertiäre Aroma	fermentation	False	Alimentation	14	0	das Bukett	True	Bukett	3252
54	Bukett haben	le bouquet, l'arôme tertiaire	False	Alimentation	14	0		False		3253
55	ein mannigfaliges Bukett	avoir du bouquet	False	Alimentation	14	0		False		3254
56	die animalischen Gerüche mp/	un bouquet complexe	False	Alimentation	14	0		False		3255
57		les odeurs animales	False	Alimentation	14	0		False		3256
58			False	Alimentation	14	0		False		3257
0	die holzartigen Gerüche	ÿ	False	Alimentation	14	1		False		3258
1	die Blumendüfte	les odeurs boisées	False	Alimentation	14	1	die Blumendüfte	True	Blumendüfte	3259
2	das Fruchtaroma/Obstaroma	les arômes leuris	False	Alimentation	14	1	"das Fruchtaroma
das"	True	"Fruchtaroma
das"	3260
3	ein fruchtiger Wein	| les arômes de ruits	False	Alimentation	14	1		False		3261
4	ein blumiger Wein	| un vin ruité	False	Alimentation	14	1		False		3262
5	der Geschmack	! un vin leuri	False	Alimentation	14	1	der Geschmack	True	Geschmack	3263
6	das Mundaroma	|. la saveur	False	Alimentation	14	1	das Mundaroma	True	Mundaroma	3264
7	der Probeschluck	| l’arôme en bouche	False	Alimentation	14	1	der Probeschluck	True	Probeschluck	3265
8	beim ersten Eindruck	la première gorgée	False	Alimentation	14	1		False		3266
9	glatt, süffig sein	à l'attaque en bouche	False	Alimentation	14	1		False		3267
10	rauh, kratzig, ruppig	être gouleyant, coulant	False	Alimentation	14	1		False		3268
11	hart, fest	râpeux, rugueux	False	Alimentation	14	1		False		3269
12	schroft, streng	dur, erme	False	Alimentation	14	1		False		3270
13	plump	raide	False	Alimentation	14	1		False		3271
14	geschmeidig	épais, grossier	False	Alimentation	14	1		False		3272
15	vollmundig	souple	False	Alimentation	14	1		False		3273
16	fleischig	moelleux	False	Alimentation	14	1		False		3274
17	fett	pulpeux	False	Alimentation	14	1		False		3275
18	öllg	gras	False	Alimentation	14	1		False		3276
19	die Süße (Weißwein)	onciueux	False	Alimentation	14	1	die Süße	True	Süße	3277
20	trocken	la douceur \	False	Alimentation	14	1		False		3278
21	herb	extra-sec	False	Alimentation	14	1		False		3279
22	halbtrocken	sec	False	Alimentation	14	1		False		3280
23	mild	demi-sec	False	Alimentation	14	1		False		3281
24	lieblich	moelleux	False	Alimentation	14	1		False		3282
25	süß	doux, liquoreux	False	Alimentation	14	1		False		3283
26	die Säure	très doux	False	Alimentation	14	1	die Säure	True	Säure	3284
27	die Struktur	l'acidité 	False	Alimentation	14	1	die Struktur	True	Struktur	3285
28	formlos sein	la structure, la construction	False	Alimentation	14	1		False		3286
29	von guter Statur	être informe	False	Alimentation	14	1		False		3287
30	die Ausgewogenheit	d’une belle tenue	False	Alimentation	14	1	die Ausgewogenheit	True	Ausgewogenheit	3288
31	ausgewogen	l'équilibre 	False	Alimentation	14	1		False		3289
32	unausgewogen, gespalten	harmonieux	False	Alimentation	14	1		False		3290
33	der Körper	déséquilibré	False	Alimentation	14	1	der Körper	True	Körper	3291
34	Es mangelt ihm an Körper.	le corps	False	Alimentation	14	1		False		3292
35	schwach und dünn	Il anque de corps.	False	Alimentation	14	1		False		3293
36	wäss(e)rich	fluet et léger	False	Alimentation	14	1		False		3294
37	wie mit Wasser gestreckt	aqueux	False	Alimentation	14	1		False		3295
38	ein leichter Wein	comme lavé, ouillé	False	Alimentation	14	1		False		3296
39	mittel	un vin léger	False	Alimentation	14	1		False		3297
40	Rückgrat haben	passable	False	Alimentation	14	1		False		3298
41	gehaltvoll sein	être charpenté	False	Alimentation	14	1		False		3299
42	Biss haben	avoir de la jambe	False	Alimentation	14	1		False		3300
43	körperreich	avoir de la âche	False	Alimentation	14	1		False		3301
44	ein kräftiger Wein	corsé, charnu, étoffé	False	Alimentation	14	1		False		3302
45	kraftvoll	un vin ort	False	Alimentation	14	1		False		3303
46	schwer	puissant	False	Alimentation	14	1		False		3304
47	das Tannin, e/die Gerbsäure	capiteux	False	Alimentation	14	1	das Tannin	True	Tannin	3305
48	gerbstoffhaltig	le tanin	False	Alimentation	14	1		False		3306
49	der Nachgeschmack	tannique	False	Alimentation	14	1	der Nachgeschmack	True	Nachgeschmack	3307
50	sauber	> l’arrière-goût , la inale	False	Alimentation	14	1		False		3308
51	ehrlich	droit	False	Alimentation	14	1		False		3309
52	unangenehm	franc	False	Alimentation	14	1		False		3310
53	stabil ; unstabil	déplaisant	False	Alimentation	14	1		False		3311
54	ein betontes Finale	stable ; instable	False	Alimentation	14	1		False		3312
55	der Abgang	une très belle inale	False	Alimentation	14	1	der Abgang	True	Abgang	3313
56	Er ist lang, kurz.	la longueur en bouche	False	Alimentation	14	1		False		3314
57	der Bodengeschmack (erdig)	Il est long, court.	False	Alimentation	14	1	der Bodengeschmack	True	Bodengeschmack	3315
58	spürbar ;betont	le goût du terroir	False	Alimentation	14	1		False		3316
59	der Feuersteingeschmack	sensible ; accusé	False	Alimentation	14	1	der Feuersteingeschmack	True	Feuersteingeschmack	3317
60	nach Korken schmecken	le goût de pierre à usil	False	Alimentation	14	1		False		3318
61		avoir un goût de bouchon	False	Alimentation	14	1		False		3319
62			False	Alimentation	14	1		False		3320
0	lagern	stocker, être stocké	False	Monde	12	0		False		3321
1	ab-lagern	déposer	False	Monde	12	0		False		3322
2	die Deponie, n/die Müllkippe, n, die Müllhalde, n	la décharge	False	Monde	12	0	die Deponie	True	Deponie	3323
3	die wilde Müllkippe, n	la décharge sauvage	False	Monde	12	0		False		3324
4	den Müll ab-laden, u, a, ä	décharger les ordures	False	Monde	12	0		False		3325
5	die Müllabfuhr	le ramassage/la collecte des	False	Monde	12	0	die Müllabfuhr	True	Müllabfuhr	3326
6	der Müllarbeiter, -/Müllmänner (fam)	ordures	False	Monde	12	0	der Müllarbeiter	True	Müllarbeiter	3327
7	die Vorsortierung ; vor-sortieren	l'éboueur n	False	Monde	12	0	die Vorsortierung	True	Vorsortierung	3328
8	die Entsorgung des Mülls	le trifage) ; trie	False	Monde	12	0		False		3329
9	das Retycling/die Wiederverwertung	la récupération des ordures	False	Monde	12	0	"das Retycling
die"	True	"Retycling
die"	3330
10	die wieder verwertbaren Abfallstoffe	le recyclage	False	Monde	12	0		False		3331
11	wieder verwerten	les déchets recyclables	False	Monde	12	0		False		3332
12	das Altpapier	recycler	False	Monde	12	0	das Altpapier	True	Altpapier	3333
13	das Retyclingpapier	le papier à recycler	False	Monde	12	0	das Retyclingpapier	True	Retyclingpapier	3334
14	das Altglas	le papier recyclé	False	Monde	12	0	das Altglas	True	Altglas	3335
15	die Einwegilasche, n	le verre à recycler	False	Monde	12	0	die Einwegilasche	True	Einwegilasche	3336
16	die Kunststoffabfälle	la bouteille non consignée	False	Monde	12	0	die Kunststoffabfälle	True	Kunststoffabfälle	3337
17	in den Mülleimer werfen, a, 0, i	les déchets de atières	False	Monde	12	0		False		3338
18	etw weg-werfen, a, 0, |	plastiques	False	Monde	12	0		False		3339
19	der Müllzerkleinerer, -	ojeter à la poubelle	False	Monde	12	0	der Müllzerkleinerer	True	Müllzerkleinerer	3340
20	die Zerkleinerung	jeter qc, se débarrasser de q	False	Monde	12	0	die Zerkleinerung	True	Zerkleinerung	3341
21	der Müllschlucker, -	le broyeur d’ordures	False	Monde	12	0	der Müllschlucker	True	Müllschlucker	3342
22	der Mülleimer/der Abfalleimer, -	le broyage	False	Monde	12	0	"der Mülleimer
der"	True	"Mülleimer
der"	3343
23	die Mülltonne, n	le vide-ordures	False	Monde	12	0	die Mülltonne	True	Mülltonne	3344
24	der Müllsack	la boîte à ordures/la poubell	False	Monde	12	0	der Müllsack	True	Müllsack	3345
25	"der Plastiksack, ""e"	la poubelle	False	Monde	12	0	der Plastiksack	True	Plastiksack	3346
26	der Müllbehälter, -/die Großraumtonne, n	le sac poubelle	False	Monde	12	0	der Müllbehälter	True	Müllbehälter	3347
27	die Müllverbrennungsanlage, n	le sac en plastique	False	Monde	12	0	die Müllverbrennungsanlage	True	Müllverbrennungsanlage	3348
28	verbrennen, a, a	le bac à ordures	False	Monde	12	0		False		3349
29	"der Giftmüll/der Sonderabfall, ""e"	l'usine / d’incinération	False	Monde	12	0	"der Giftmüll
der"	True	"Giftmüll
der"	3350
30	giftig	incinérer	False	Monde	12	0		False		3351
31	der Giftstoff, e	les déchets toxiques |	False	Monde	12	0	der Giftstoff	True	Giftstoff	3352
32	"das Dioxinfass, ""er"	toxique	False	Monde	12	0	das Dioxinfass	True	Dioxinfass	3353
33	der Giftmüllexport	le produit toxique	False	Monde	12	0	der Giftmüllexport	True	Giftmüllexport	3354
34	die Radioaktivität	le üt de dioxine	False	Monde	12	0	die Radioaktivität	True	Radioaktivität	3355
35	die radioaktiven Abfälle	l'exportation des déchets	False	Monde	12	0		False		3356
36	schwach-, mittel-, hochradioaktiv	toxiques	False	Monde	12	0		False		3357
37	die atomare Entsorgung	la radioactivité	False	Monde	12	0		False		3358
38		les déchets radioactifs	False	Monde	12	0		False		3359
39		faiblement, oyennement, hautement radioactif	False	Monde	12	0		False		3360
40		l'évacuation 7 des substance	False	Monde	12	0		False		3361
41		radioactives	False	Monde	12	0		False		3362
42			False	Monde	12	0		False		3363
0	die Einlagerung	le stockage	False	Monde	12	1	die Einlagerung	True	Einlagerung	3364
1	die Zwischenlagerung	le stockage intermédiaire	False	Monde	12	1	die Zwischenlagerung	True	Zwischenlagerung	3365
2	die Wiederaufbereitungsanlage	l'usine de retraitement	False	Monde	12	1	die Wiederaufbereitungsanlage	True	Wiederaufbereitungsanlage	3366
3	(WAR)	le retraitement des	False	Monde	12	1		False		3367
4	die Wiederaufbearbeitung	combustibles irradiés	False	Monde	12	1	die Wiederaufbearbeitung	True	Wiederaufbearbeitung	3368
5	bestrahlter Brennelemente	l'enrobage ; enrober	False	Monde	12	1		False		3369
6	die Beschichtung ; beschichten	le stockage définitif	False	Monde	12	1	die Beschichtung	True	Beschichtung	3370
7	die Endlagerung	l'incident /l’accident 	False	Monde	12	1	die Endlagerung	True	Endlagerung	3371
8	"der nukleare Störfall, ""e"	nucléaire	False	Monde	12	1		False		3372
9	"der Reaktorunfall, ""&"	l'accident survenu sur un	False	Monde	12	1	der Reaktorunfall	True	Reaktorunfall	3373
10	der Kernschmelzunfall	réacteur	False	Monde	12	1	der Kernschmelzunfall	True	Kernschmelzunfall	3374
11	der GAU, s	la usion du cœur	False	Monde	12	1	der GAU	True	GAU	3375
12	der SuperGAU, s	l'accident nucléaire ajeui	False	Monde	12	1	der SuperGAU	True	SuperGAU	3376
13	der Atomtest, s	la catastrophe nucléaire	False	Monde	12	1	der Atomtest	True	Atomtest	3377
14	die Strahlenbelastung	l'essai nucléaire	False	Monde	12	1	die Strahlenbelastung	True	Strahlenbelastung	3378
15	die radioaktiven Strahlungen fol	la pollution radioactive	False	Monde	12	1		False		3379
16	"der radioaktive Niederschlag, ""e"	les radiations radioactives	False	Monde	12	1		False		3380
17	die radioaktive Verseuchung	les retombées radioactives	False	Monde	12	1		False		3381
18	verseuchen ; entseuchen	la contamination radioactive	False	Monde	12	1		False		3382
19	die Entseuchung	contaminer ; décontaminer	False	Monde	12	1	die Entseuchung	True	Entseuchung	3383
20		la décontamination	False	Monde	12	1		False		3384
21			False	Monde	12	1		False		3385
0	Zr es HWEHMISD SL TANLTEUQUE - IE Calcul	quatorze ; quinze ; seize	False	Sciences_exactes	02	0		False		3386
1	vierzehn ; fünfzehn ; sechzehn	dix-sept ; dix-huit ; dix-neuf	False	Sciences_exactes	02	0		False		3387
2	siebzehn ; achtzehn ;neunzehn	vingt ; vingt et un	False	Sciences_exactes	02	0		False		3388
3	zwanzig ; einundzwanzig	vingt-deux ; vingt-trois	False	Sciences_exactes	02	0		False		3389
4	zweiundzwanzig ; dreiundzwanzig	trente ; trente et un ; quaran	False	Sciences_exactes	02	0		False		3390
5	dreißig ; einunddreißig ; vierzig	cinquante ; soixante	False	Sciences_exactes	02	0		False		3391
6	fünfzig ; sechzig	soixante-dix	False	Sciences_exactes	02	0		False		3392
7	siebzig	soixante et onze	False	Sciences_exactes	02	0		False		3393
8	einundsiebzig	saixante-douze	False	Sciences_exactes	02	0		False		3394
9	zweiundsiebzig	quatre-vingts	False	Sciences_exactes	02	0		False		3395
10	achtzig	quatre-vingt-un	False	Sciences_exactes	02	0		False		3396
11	einundachtzig	quatre-vingt-dix	False	Sciences_exactes	02	0		False		3397
12	neunzig	quatre-vingt-onze	False	Sciences_exactes	02	0		False		3398
13	einundneunzig	cent ; cent un	False	Sciences_exactes	02	0		False		3399
14	(ein)hundert ; (ein)hundert(und)eins	cent deux ; deux cents	False	Sciences_exactes	02	0		False		3400
15	hundert(und)zwei ; zweihundert	deux cent un ; ille	False	Sciences_exactes	02	0		False		3401
16	zweihundert(und)eins ; (ein)tausend	deux ille ; cinq cent ille	False	Sciences_exactes	02	0		False		3402
17	zweitausend ;fünfhunderttausend	le illion	False	Sciences_exactes	02	0		False		3403
18	die Million, en (Mio)	deux illions cinq cents	False	Sciences_exactes	02	0	die Million	True	Million	3404
19	zwei Millionen fünfhundert	le illiard	False	Sciences_exactes	02	0		False		3405
20	die Milliarde, n	le nombre ordinal	False	Sciences_exactes	02	0	die Milliarde	True	Milliarde	3406
21	die Ordinalzahl/Ordnungszahl, en	le premier	False	Sciences_exactes	02	0	"die Ordinalzahl
die"	True	"Ordinalzahl
die"	3407
22	der erste, die erste, das erste	le deuxième ; le troisième	False	Sciences_exactes	02	0		False		3408
23	der zweite ; der dritte	le quatrième ; le cinquième	False	Sciences_exactes	02	0		False		3409
24	der vierte ; der fünfte	le sixième ; le septième	False	Sciences_exactes	02	0		False		3410
25	der sechste ; der sieb(en)te	le huitième ; le neuvième	False	Sciences_exactes	02	0		False		3411
26	der achte ; der neunte	le dixième ; le onzième	False	Sciences_exactes	02	0		False		3412
27	der zehnte ; der elfte	le douzième ; le dix-neuvièr	False	Sciences_exactes	02	0		False		3413
28	der zwölfte ; der neunzehnte	le vingtième	False	Sciences_exactes	02	0		False		3414
29	der zwanzigste	le vingt et unième	False	Sciences_exactes	02	0		False		3415
30	der einundzwanzigste	le vingt-deuxième	False	Sciences_exactes	02	0		False		3416
31	der zweiundzwanzigste	le centième	False	Sciences_exactes	02	0		False		3417
32	der hundertste	le illième	False	Sciences_exactes	02	0		False		3418
33	der tausendste	le illionième	False	Sciences_exactes	02	0		False		3419
34	der millionste	premièrement	False	Sciences_exactes	02	0		False		3420
35	erstens	deuxièmement	False	Sciences_exactes	02	0		False		3421
36	zweitens	troisièmement	False	Sciences_exactes	02	0		False		3422
37	drittens	quatrièmement	False	Sciences_exactes	02	0		False		3423
38	viertens	dix-neuvièmement	False	Sciences_exactes	02	0		False		3424
39	neunzehntens	vingtièmement	False	Sciences_exactes	02	0		False		3425
40	zwanzigstens	la raction	False	Sciences_exactes	02	0		False		3426
41	"der Bruch, ""&"	la raction ordinaire	False	Sciences_exactes	02	0	der Bruch	True	Bruch	3427
42	der gemeine Bruch	la raction décimale	False	Sciences_exactes	02	0		False		3428
43	der Dezimalbruch	le acteur premier	False	Sciences_exactes	02	0	der Dezimalbruch	True	Dezimalbruch	3429
44	der Primfaktor, en	la décomposition en acteur	False	Sciences_exactes	02	0	der Primfaktor	True	Primfaktor	3430
45	die Faktorzerlegung, en	simplifier une raction	False	Sciences_exactes	02	0	die Faktorzerlegung	True	Faktorzerlegung	3431
46	einen Bruch kürzen	la r. irréductible, réduite à s:	False	Sciences_exactes	02	0		False		3432
47	der echte Bruch, der nicht mehr zu	plus simple expression	False	Sciences_exactes	02	0		False		3433
48	kürzen ist	l'expression r ractionnaire	False	Sciences_exactes	02	0		False		3434
49	der unechte Bruch	le numérateur	False	Sciences_exactes	02	0		False		3435
50	der Zähler, -	le trait de raction	False	Sciences_exactes	02	0	der Zähler	True	Zähler	3436
51	der Bruchstrich, e	le dénominateur	False	Sciences_exactes	02	0	der Bruchstrich	True	Bruchstrich	3437
52	der Nenner, -	à dénominateur différent	False	Sciences_exactes	02	0	der Nenner	True	Nenner	3438
53	ungleichnamig	le dénominateur commun	False	Sciences_exactes	02	0		False		3439
54	der gemeinsame Nenner	réduire au ême	False	Sciences_exactes	02	0		False		3440
55	auf einen gemeinsamen Nenner	dénominateur	False	Sciences_exactes	02	0		False		3441
56	bringen, a, a	la raction de raction	False	Sciences_exactes	02	0		False		3442
57	"der Doppelbruch, ""e"	un demi 	False	Sciences_exactes	02	0	der Doppelbruch	True	Doppelbruch	3443
58	ein halb (1/2)	un tiers 	False	Sciences_exactes	02	0		False		3444
59	ein Drittel (1/3)	deux tiers 	False	Sciences_exactes	02	0		False		3445
60	zwei Drittel (2/3)	un quart 	False	Sciences_exactes	02	0		False		3446
61	ein Viertel (1/4)	trois quarts 	False	Sciences_exactes	02	0		False		3447
62	drei Viertel (3/4)	quatre cinquièmes 	False	Sciences_exactes	02	0		False		3448
63	vier Fünftel (4/5)		False	Sciences_exactes	02	0		False		3449
64			False	Sciences_exactes	02	0		False		3450
0	mbres	 l'arithmétique 	False	Sciences_exactes	02	1		False		3451
1	die Arithmetik	l'arithméticien 	False	Sciences_exactes	02	1	die Arithmetik	True	Arithmetik	3452
2	der Arithmetiker, -	le nombre ; le chifire	False	Sciences_exactes	02	1	der Arithmetiker	True	Arithmetiker	3453
3	die Zahl, en	pair ; impair	False	Sciences_exactes	02	1	die Zahl	True	Zahl	3454
4	gerade ; ungerade	le chiffre rond	False	Sciences_exactes	02	1		False		3455
5	die runde Zahl	le nombre naturel	False	Sciences_exactes	02	1		False		3456
6	die natürliche Zahl	le nombre réel	False	Sciences_exactes	02	1		False		3457
7	die reelle Zahl	le nombre algébrique	False	Sciences_exactes	02	1		False		3458
8	die algebraische Zahl	le nombre transcendant	False	Sciences_exactes	02	1		False		3459
9	die transzendente Zahl	le nombre imaginaire	False	Sciences_exactes	02	1		False		3460
10	die imaginäre Zahl	le nombre rationnel	False	Sciences_exactes	02	1		False		3461
11	die rationale Zahl	le nombre irrationnel	False	Sciences_exactes	02	1		False		3462
