	Unnamed: 0	German_voc	deu_is_noun	French_voc	Aligned	Thème	Page	Rectangle	fra_is_noun
19	19.0	die Alommasse	True	la asse atomique	False	Sciences_exactes	07	0	True
20	20.0	die Molekularmasse	True	la asse oléculaire	False	Sciences_exactes	07	0	True
21	21.0	die Stöchiometrie	True	la stœchiométrie	False	Sciences_exactes	07	0	True
22	22.0	die Lösung, en	True	la solution	False	Sciences_exactes	07	0	True
23	23.0	(wasser)löslich	False	soluble 	False	Sciences_exactes	07	0	False
24	24.0	die Löslichkeit	True	la solubilité	False	Sciences_exactes	07	0	True
25	25.0	eine nicht wässrige Lösung	False	une solution non aqueuse	False	Sciences_exactes	07	0	True
26	26.0	die gesättigte Lösung	True	la solution saturée	False	Sciences_exactes	07	0	True
27	27.0	(auf-)lösen	False	dissoudre	False	Sciences_exactes	07	0	False
28	28.0	ab-gießen, 0,0	False	décanter	False	Sciences_exactes	07	0	False
29	29.0	das Solvat, e	True	le soluté	False	Sciences_exactes	07	0	True
30	30.0	das Lösungsmittel, -/das Solvens, zien	True	le solvant	False	Sciences_exactes	07	0	True
31	31.0	die Verdünnung, en ; verdünnen	True	la dilution ; diluer	False	Sciences_exactes	07	0	True
32	32.0	an-reichern	False	enrichir	False	Sciences_exactes	07	0	False
33	33.0	die Konzentration, en	True	la concentration	False	Sciences_exactes	07	0	True
34	34.0	die tnermochemische Reaktion	True	la réaction thermochimique	False	Sciences_exactes	07	0	True
35	35.0	exotherm	False	exothermique	False	Sciences_exactes	07	0	False
36	36.0	endotherm	False	endothermique	False	Sciences_exactes	07	0	False
37	37.0	der Katalysator, en	True	le catalyseur	False	Sciences_exactes	07	0	True
38	38.0	die Elektrolyse, n	True	Pélectrolyse 	False	Sciences_exactes	07	0	False
39	39.0	elektrolytisch	False	électrolytique	False	Sciences_exactes	07	0	False
40	40.0	der Elektrolyt, s/en, e/en	True	l'électrolyte 	False	Sciences_exactes	07	0	True
41	41.0	dissoziieren	False	dissocier	False	Sciences_exactes	07	0	False
42	42.0	die Säure, n	True	l’acide 	False	Sciences_exactes	07	0	False
43	43.0	säurefrei	False	non acide	False	Sciences_exactes	07	0	False
44	44.0	säurefest	False	résistant aux acides	False	Sciences_exactes	07	0	False
45	45.0	ätzend	False	corrosif	False	Sciences_exactes	07	0	False
46	46.0	sauer schrnecken	False	avoir un goût acide	False	Sciences_exactes	07	0	False
47	47.0	der Säuregrad	True	l'acidité 	False	Sciences_exactes	07	0	True
48	48.0	die saure Lösung	True	la solution acide	False	Sciences_exactes	07	0	True
49	49.0	die Essigsäure	True	l'acide acétique	False	Sciences_exactes	07	0	True
50	50.0	die Kohlensäure	True	l'acide carbonique	False	Sciences_exactes	07	0	True
51	51.0	die Salzsäure	True	l'acide chlorhydrique	False	Sciences_exactes	07	0	True
52	52.0	die Chlorsäure	True	l'acide chlorique	False	Sciences_exactes	07	0	True
53	53.0	die salpetrige Säure	True	l'acide nitreux	False	Sciences_exactes	07	0	True
54	54.0	die Salpetersäure	True	l'acide nitrique	False	Sciences_exactes	07	0	True
55	55.0	die Karbolsäure, das Phenol	True	l'acide phénique, le phénol	False	Sciences_exactes	07	0	True
56	56.0	die Phosphorsäure	True	l'acide phosphorique	False	Sciences_exactes	07	0	True
57	57.0	die Blausäure	True	l'acide prussique	False	Sciences_exactes	07	0	True
58	58.0	die Schwefel(wasserstoff)säure	True	l'acide sulfurique	False	Sciences_exactes	07	0	True
59	59.0	die schweflige Säure	True	l'acide sulfureux	False	Sciences_exactes	07	0	True
60	60.0	die Weinsäure	True	l'acide tartrique	False	Sciences_exactes	07	0	True
61	61.0		False		False	Sciences_exactes	07	0	False
0	0.0	die Antimaterie	True	l'antimatière 	False	Sciences_exactes	07	1	True
1	1.0	der Atomkern, e/der Nukleus, ei	True	le noyau atomique	False	Sciences_exactes	07	1	True
2	2.0	das Molekül, e	True	la olécule	False	Sciences_exactes	07	1	True
3	3.0	das Atom, e	True	l'atome 	False	Sciences_exactes	07	1	True
4	4.0	das Elementarteilchen, -	True	la particule élémentaire	False	Sciences_exactes	07	1	True
5	5.0	das Antiteilchen	True	l'antiparticule	False	Sciences_exactes	07	1	True
6	6.0	das Elektron, en	True	l'électron 	False	Sciences_exactes	07	1	True
7	7.0	das Proton, en	True	le proton	False	Sciences_exactes	07	1	True
8	8.0	das Neutron, en	True	le neutron	False	Sciences_exactes	07	1	True
9	9.0	die Strahlung, en	True	la radiation	False	Sciences_exactes	07	1	True
10	10.0	die Radioaktivität	True	la radioactivité	False	Sciences_exactes	07	1	True
11	11.0	das Isotop, e	True	l'isotope 	False	Sciences_exactes	07	1	True
12	12.0	die Röntgenstrahlen/die X-Strahlen mp/	True	les rayons X	False	Sciences_exactes	07	1	True
13	13.0	die Gammastrahlen	True	les rayons gamma	False	Sciences_exactes	07	1	True
14	14.0	die ionisierende Strahlung	True	le rayonnement ionisant	False	Sciences_exactes	07	1	True
15	15.0	die Emission, en ; emittieren	True	l'émission 7 ; émettre	False	Sciences_exactes	07	1	True
16	16.0	die Absorption, en ; absorbieren	True	l'absorption ; absorber	False	Sciences_exactes	07	1	True
17	17.0	die Kernfusion	True	la usion nucléaire	False	Sciences_exactes	07	1	True
18	18.0	die Kernspaltung	True	la ission nucléaire	False	Sciences_exactes	07	1	True
19	19.0	der Kernzerfall/die Kernzertrümmerung, en	True	la désintégration nucléaire	False	Sciences_exactes	07	1	True
20	20.0	die Kettenumwandlung, en	True	la désintégration en chaîne	False	Sciences_exactes	07	1	True
21	21.0	die Kettenreaktion, en	True	la réaction en chaîne	False	Sciences_exactes	07	1	True
22	22.0	der Teilchenbeschleuniger, -	True	l'accélérateur de particul	False	Sciences_exactes	07	1	True
23	23.0	das Zyklotron, e	True	le cyclotron	False	Sciences_exactes	07	1	True
24	24.0	die Blasenkammer, n	True	la chambre à bulles	False	Sciences_exactes	07	1	True
25	25.0	die Kernenergie/Atomenergie	True	l'énergie atomique	False	Sciences_exactes	07	1	True
26	26.0	das Kernkraftwerk, e	True	la centrale nucléaire	False	Sciences_exactes	07	1	True
27	27.0	der Kernreaktor	True	le réacteur nucléaire	False	Sciences_exactes	07	1	True
28	28.0	der schnelle Brüter, -	True	le surrégénérateur/ surgénérateur	False	Sciences_exactes	07	1	True
29	29.0	der Reaktorkern	True	le cœur du réacteur	False	Sciences_exactes	07	1	True
30	30.0	"der Brennstoffstab, ""e"	True	la barre de combustible	False	Sciences_exactes	07	1	True
31	31.0	die Abschirmung	True	l'enceinte de confinement	False	Sciences_exactes	07	1	True
32	32.0		False		False	Sciences_exactes	07	1	False
0	0.0	die Chemie	True	la chimie	False	Sciences_exactes	07	2	True
1	1.0	der Chemiker, -	True	le chimiste	False	Sciences_exactes	07	2	True
2	2.0	die Alchimie ; der Alchimist, en, en	True	l'aichimie ; l'alchimiste 	False	Sciences_exactes	07	2	True
3	3.0	die angewandte Chemie	True	la chimie appliquée	False	Sciences_exactes	07	2	True
4	4.0	die Biochemie	True	la biochimie	False	Sciences_exactes	07	2	True
5	5.0	die Substanz, en	True	la substance	False	Sciences_exactes	07	2	True
6	6.0	das lon, en	True	l'ion 	False	Sciences_exactes	07	2	True
7	7.0	die Wertigkeit, en/die Valenz, en	True	la valence	False	Sciences_exactes	07	2	True
8	8.0	einwertig ; zweiwertig	False	monovalent ; bivalent	False	Sciences_exactes	07	2	False
9	9.0	die elektrochemische Valenz	True	l'électrovalence 	False	Sciences_exactes	07	2	True
10	10.0	das Zeichen, -	True	le symble	False	Sciences_exactes	07	2	True
11	11.0	die Formel, n	True	la ormule	False	Sciences_exactes	07	2	True
12	12.0	die chemische Nomenklatur	True	la nomenclature chimique	False	Sciences_exactes	07	2	True
13	13.0	der Trivialname, ns, n	True	le nom trivial	False	Sciences_exactes	07	2	True
14	14.0	das periodische System	True	la classification périodique	False	Sciences_exactes	07	2	True
15	15.0	die Ordnungszahl, en	True	le nombre atomique	False	Sciences_exactes	07	2	True
16	16.0	das Mol, e	True	la le	False	Sciences_exactes	07	2	True
17	17.0	die avogadrosche Zahl	True	le nombre d’Avogadro	False	Sciences_exactes	07	2	True
18	18.0	die Molmasse, n	True	la asse laire	False	Sciences_exactes	07	2	True
19	19.0	das Element, e	True	l'élément 	False	Sciences_exactes	07	2	True
20	20.0	der Grundstoff, e	True	le corps simple	False	Sciences_exactes	07	2	True
21	21.0	der Reinstoff	True	le corps pur	False	Sciences_exactes	07	2	True
22	22.0		False		False	Sciences_exactes	07	2	False
0	0.0	die Base, n/die Lauge, n	True	la chim	False	Sciences_exactes	08	0	True
1	1.0	basisch	False	la chimie organique	False	Sciences_exactes	08	0	True
2	2.0	alkalisch ; alkalisieren	False	les composés du carbone	False	Sciences_exactes	08	0	True
3	3.0	die Alkalität	True	l'isomérie \( ; les isomères 	False	Sciences_exactes	08	0	True
4	4.0	das Kali	True	la chaîne carbonée	False	Sciences_exactes	08	0	True
5	5.0	das Ätznatron/das Natriumhydroxid	True	le combustible	False	Sciences_exactes	08	0	True
6	6.0	der Indikator, en	True	la combustion	False	Sciences_exactes	08	0	True
7	7.0	das Reagenz, ien	True	brûler ; combustible	False	Sciences_exactes	08	0	False
8	8.0	das/der Lackmus	True	la suie	False	Sciences_exactes	08	0	True
9	9.0	das Bromthymolblau	True	l’hydrate de carbone	False	Sciences_exactes	08	0	False
10	10.0	das Methylrot	True	le dérivé	False	Sciences_exactes	08	0	True
11	11.0	die Indikatorpapiere/die Reagenzpapiere npl	True	olhydrocarbure 	False	Sciences_exactes	08	0	False
12	12.0	blau, rot färben	False	saturé ; non saturé	False	Sciences_exactes	08	0	False
13	13.0	der pH-Wert, e	True	l'acide gras	False	Sciences_exactes	08	0	True
14	14.0	die Neutralisation, en ; neutralisieren	True	l’alcane 	False	Sciences_exactes	08	0	False
15	15.0	titrieren	False	le éthane	False	Sciences_exactes	08	0	True
16	16.0	die Acidimetrie ; die Alkalimetrie	True	le propane	False	Sciences_exactes	08	0	True
17	17.0	die Präzipitation, en/die Ausfällung, en	True	le butane	False	Sciences_exactes	08	0	True
18	18.0	aus-fällen, präzipitieren	False	les alcènes 	False	Sciences_exactes	08	0	True
19	19.0	das Präzipitat, e	True	l'éthylène 	False	Sciences_exactes	08	0	True
20	20.0	das Salz, e	True	les alcynes 	False	Sciences_exactes	08	0	True
21	21.0	sich zu Salzen verbinden, a, u	False	l'alcool 	False	Sciences_exactes	08	0	True
22	22.0	der Alaun, @	True	l’ester 	False	Sciences_exactes	08	0	False
23	23.0	das Karbonat, e	True	l’aldéhyde 	False	Sciences_exactes	08	0	False
24	24.0	das Nitrat, e	True	les cétones 	False	Sciences_exactes	08	0	True
25	25.0	das Nitrit, e	True	l’acide aminé	False	Sciences_exactes	08	0	False
26	26.0	das Chlorid, e	True	la protéine	False	Sciences_exactes	08	0	True
27	27.0	die Oxidation/Oxydation, en	True	les hydrocarbures 	False	Sciences_exactes	08	0	True
28	28.0	das Oxidationsmittel, - ; oxidieren	True	aromatiques	False	Sciences_exactes	08	0	False
29	29.0	die Reduktion, en	True	le benzène	False	Sciences_exactes	08	0	True
30	30.0	das Reduktionsmittel	True	la nitration	False	Sciences_exactes	08	0	True
31	31.0	die Redoxreaktion/der Redoxvorgang	True	le nitrobenzène	False	Sciences_exactes	08	0	True
32	32.0	die Korrosion, en	True	l’alcaloïde 	False	Sciences_exactes	08	0	False
33	33.0	die anorganische Chemie	True	le colorant	False	Sciences_exactes	08	0	True
34	34.0	das Edelgas, e	True	le laboratoire, le labo	False	Sciences_exactes	08	0	True
35	35.0	das Metall, e ; das Edelmetall	True	le laboratoire de recherche	False	Sciences_exactes	08	0	True
36	36.0	die Alkalimetalle npl	True	les produits chimiques	False	Sciences_exactes	08	0	True
37	37.0	das Lithium	True	Palambic 	False	Sciences_exactes	08	0	False
38	38.0	das Kalium	True	le ballon	False	Sciences_exactes	08	0	True
39	39.0	das Natrium	True	le bec Bunsen	False	Sciences_exactes	08	0	True
40	40.0	die Erdalkalimetalle np/das Calcium	True	la burette	False	Sciences_exactes	08	0	True
41	41.0	das Magnesium	True	la cornue	False	Sciences_exactes	08	0	True
42	42.0	das Radium	True	le creuset	False	Sciences_exactes	08	0	True
43	43.0	die Nichtmetalle np!	True	le dessicateur	False	Sciences_exactes	08	0	True
44	44.0	das Arsen	True	la distillation	False	Sciences_exactes	08	0	True
45	45.0	der Stickstoff	True	la distillation ractionnée	False	Sciences_exactes	08	0	True
46	46.0	das Brom	True	distiller	False	Sciences_exactes	08	0	False
47	47.0	der Kohlenstoff	True	léprouvette / à pied	False	Sciences_exactes	08	0	False
48	48.0	das Chlor	True	l’éprouvette graduée	False	Sciences_exactes	08	0	False
49	49.0	das Fluor	True	l'expérience 	False	Sciences_exactes	08	0	True
50	50.0	der Wassersioff	True	la hotte	False	Sciences_exactes	08	0	True
51	51.0	das Jod	True	le ortier	False	Sciences_exactes	08	0	True
52	52.0	der Sauerstoff	True	le pilon	False	Sciences_exactes	08	0	True
53	53.0	der Phosphor	True	la paillasse	False	Sciences_exactes	08	0	True
54	54.0	der Schwefel	True	la pipeite graduée	False	Sciences_exactes	08	0	True
55	55.0		False	le procédé	False	Sciences_exactes	08	0	True
56	56.0		False	le trépied	False	Sciences_exactes	08	0	True
57	57.0		False	le tube à essai	False	Sciences_exactes	08	0	True
58	58.0		False		False	Sciences_exactes	08	0	False
0	0.0	e Organique	False	la base	False	Sciences_exactes	08	1	True
1	1.0	die organische Chemie	True	basique	False	Sciences_exactes	08	1	False
2	2.0	die Kohlenstoffverbindungen fpı	True	alcalin ; alcaliniser	False	Sciences_exactes	08	1	False
3	3.0	die Isomerie ; die Isomeren np/die Kohlenwasserstoffkette,n	True	l'alcalinité 	False	Sciences_exactes	08	1	True
4	4.0	der Brennstoff, e	True	la potasse	False	Sciences_exactes	08	1	True
5	5.0	die Verbrennung	True	la soude caustique/ l'hydroxyde de sodium	False	Sciences_exactes	08	1	True
6	6.0	brennen, a, a ; brennbar	False	ol'indicateur de pH	False	Sciences_exactes	08	1	False
7	7.0	der Ruß, e	True	le réactif	False	Sciences_exactes	08	1	True
8	8.0	das Kohlenhydrat, e	True	le tournesol	False	Sciences_exactes	08	1	True
9	9.0	das Derivat, &	True	le bleu de bromathymol	False	Sciences_exactes	08	1	True
10	10.0	der Kohlenwasserstoff, e	True	le éthylorange	False	Sciences_exactes	08	1	True
11	11.0	gesättigt ; ungesättigt	False	les papiers-pH	False	Sciences_exactes	08	1	True
12	12.0	die Feitsäure, n	True	colorer en bleu, en rouge	False	Sciences_exactes	08	1	False
13	13.0	das Alkan, e	True	le pH	False	Sciences_exactes	08	1	True
14	14.0	das Methan	True	la neutralisation ; neutraliser	False	Sciences_exactes	08	1	True
15	15.0	das Propan	True	titrer	False	Sciences_exactes	08	1	False
16	16.0	das Butan	True	l'acidimétrie ; l'alcalimétrie :	False	Sciences_exactes	08	1	True
17	17.0	die Alkene npl	True	la précipitation	False	Sciences_exactes	08	1	True
18	18.0	das Äthylen	True	précipiter	False	Sciences_exactes	08	1	False
19	19.0	die Alkine pl	True	le précipité	False	Sciences_exactes	08	1	True
20	20.0	der Alkohol, e	True	le sel	False	Sciences_exactes	08	1	True
21	21.0	der Ester	True	former des sels en se	False	Sciences_exactes	08	1	False
22	22.0	das Aldehyd, e	True	combinant	False	Sciences_exactes	08	1	False
23	23.0	die Ketone npl	True	lalun 	False	Sciences_exactes	08	1	False
24	24.0	die Aminosäure, n	True	le carbonate	False	Sciences_exactes	08	1	True
25	25.0	das Protein, e	True	le nitrate	False	Sciences_exactes	08	1	True
26	26.0	die Aromaten npl	True	le nitrite	False	Sciences_exactes	08	1	True
27	27.0	das Benzol	True	le sulfate	False	Sciences_exactes	08	1	True
28	28.0	die Nitrierung	True	ol'oxydation 	False	Sciences_exactes	08	1	False
29	29.0	das Nitrobenzol	True	l'oxydant ; oxyder	False	Sciences_exactes	08	1	True
30	30.0	das Alkaloid, e	True	la réduction	False	Sciences_exactes	08	1	True
31	31.0	der Farbstoff, e	True	le réducteur	False	Sciences_exactes	08	1	True
32	32.0	das Laboratorium, ien	True	la réaction	False	Sciences_exactes	08	1	True
33	33.0	die Forschungsanstalt, en	True	d'oxydoréduction / la réaction rédox	False	Sciences_exactes	08	1	False
34	34.0	die Chemikalien pl	True	la corrosion	False	Sciences_exactes	08	1	True
35	35.0	der Destillierkolben, -	True	la chimie inérale	False	Sciences_exactes	08	1	True
36	36.0	der Kolben, -	True	le gaz rare	False	Sciences_exactes	08	1	True
37	37.0	der Bunsenbrenner, -	True	le étal ; le étal noble	False	Sciences_exactes	08	1	True
38	38.0	die Bürette, n	True	les étaux alcalins	False	Sciences_exactes	08	1	True
39	39.0	die Retorte, n	True	le lithium	False	Sciences_exactes	08	1	True
40	40.0	der Tiegel, -	True	le potassium	False	Sciences_exactes	08	1	True
41	41.0	der Exsikkator, en	True	le sodium	False	Sciences_exactes	08	1	True
42	42.0	die Destillation, en	True	les étaux alcalino-terreux	False	Sciences_exactes	08	1	True
43	43.0	die fraktionierte Destillation	True	le calcium	False	Sciences_exactes	08	1	True
44	44.0	destillieren	False	le agnésium	False	Sciences_exactes	08	1	True
45	45.0	der Standzylinder, -	True	le radium	False	Sciences_exactes	08	1	True
46	46.0	der Messzylinder	True	les non-métaux 	False	Sciences_exactes	08	1	True
47	47.0	der Versuch, e	True	l'arsenic 	False	Sciences_exactes	08	1	True
48	48.0	"der Abzug, ""e"	True	l'azote 	False	Sciences_exactes	08	1	True
49	49.0	der Mörser, -	True	le brome	False	Sciences_exactes	08	1	True
50	50.0	das Pistill, e/der Stößel, -	True	le carbone	False	Sciences_exactes	08	1	True
51	51.0	der Labortisch, e	True	le chlore	False	Sciences_exactes	08	1	True
52	52.0	die Messpipette, n	True	le luor	False	Sciences_exactes	08	1	True
53	53.0	das Verfahren, -	True	l'hydrogène 	False	Sciences_exactes	08	1	True
54	54.0	"der Dreifuß, ""e"	True	l'iode 	False	Sciences_exactes	08	1	True
55	55.0	"das Reagenzglas, ""er"	True	l'oxygène 	False	Sciences_exactes	08	1	True
56	56.0		False	le phosphore	False	Sciences_exactes	08	1	True
57	57.0		False	le soufre	False	Sciences_exactes	08	1	True
58	58.0		False		False	Sciences_exactes	08	1	False
0	0.0	Ich bin 1,80 (ein Meter achtzig), klein; winzig	False	le esure/fais 1 80.	False	Sciences_exactes	09	0	True
1	1.0	die Breite, n; breit	True	petit; inuscule	False	Sciences_exactes	09	0	False
2	2.0	Wie breit ist der Fluss ?	False	la largeur ; large	False	Sciences_exactes	09	0	True
3	3.0	Er ist 8 Meter breit.	False	Quelle est la largeur de la rivière ?	False	Sciences_exactes	09	0	False
4	4.0	eng, schmal	False	Elle a/fait 8 ètres de large/largeur.	False	Sciences_exactes	09	0	False
5	5.0	die Tiefe, n ;tief	True	étroit	False	Sciences_exactes	09	0	False
6	6.0	Wie tief ister ?	False	la profondeur ; profond	False	Sciences_exactes	09	0	True
7	7.0	Er ist 4 Meter tief, die Stärke/Dioke ; stark/dick	False	Quelle profondeur a-t-elle ?	False	Sciences_exactes	09	0	False
8	8.0	ein Brett von 20 mm Dicke/Stärke	False	Elle a/fait 4 de profondeur.	False	Sciences_exactes	09	0	False
9	9.0	"der Umfang, ""e"	True	’épaisseur ; épais	False	Sciences_exactes	09	0	False
10	10.0	der Durchmesser, -	True	une planche de 20	False	Sciences_exactes	09	0	True
11	11.0	die (Ober)fläche	True	d'épaisseur	False	Sciences_exactes	09	0	False
12	12.0	die Fläche, der Flächeninhalt	True	circonférence, le périmètr	False	Sciences_exactes	09	0	False
13	13.0	die Flächenmaße npl	True	diamètre	False	Sciences_exactes	09	0	False
14	14.0	der/das Quadratmeter, -	True	surface	False	Sciences_exactes	09	0	False
15	15.0	das Ar, e	True	superficie, l'aire 	False	Sciences_exactes	09	0	False
16	16.0	das Hektar	True	es esures de surface	False	Sciences_exactes	09	0	True
17	17.0	der ebene Winkel	True	le ètre carré	False	Sciences_exactes	09	0	True
18	18.0	der Radiant, en, en	True	’are 	False	Sciences_exactes	09	0	False
19	19.0	der räumliche Winkel	True	hectare 	False	Sciences_exactes	09	0	False
20	20.0	der Steradiant	True	l'angle plan	False	Sciences_exactes	09	0	True
21	21.0	das Volumen, der Rauminhalt	True	le radian	False	Sciences_exactes	09	0	True
22	22.0	den Rauminhalt berechnen	False	angle solide	False	Sciences_exactes	09	0	False
23	23.0	der Rauminhalt, &	True	le stéradian	False	Sciences_exactes	09	0	True
24	24.0	die Tonnage bestimmen	True	le volume 	False	Sciences_exactes	09	0	True
25	25.0	der/das Kubikmeter	True	cuber	False	Sciences_exactes	09	0	False
26	26.0	der/das Raummeter, der Ster, e/s	True	cubage	False	Sciences_exactes	09	0	False
27	27.0	die Hohlmaße	True	jauger	False	Sciences_exactes	09	0	False
28	28.0	das/der Liter, -	True	ètre cube	False	Sciences_exactes	09	0	False
29	29.0	das/der Hektoliter, -	True	le stère	False	Sciences_exactes	09	0	True
30	30.0	das Gefäß, e ; der Behälter, -	True	les esures de capacité	False	Sciences_exactes	09	0	True
31	31.0	das Fassungsvermögen	True	le litre	False	Sciences_exactes	09	0	True
32	32.0	fassen tr	False	l’hectolitre	False	Sciences_exactes	09	0	False
33	33.0	enthalten, ie, a, ä, fassen	False	le récipient	False	Sciences_exactes	09	0	True
34	34.0	voll ;Ieer	False	la contenance	False	Sciences_exactes	09	0	True
35	35.0	halb voll	False	avoir une contenance de contenir	False	Sciences_exactes	09	0	False
36	36.0	füllen ; leeren	False	plein ; vide	False	Sciences_exactes	09	0	False
37	37.0	über-laufen*, ie, au, äu	False	à oitié plein	False	Sciences_exactes	09	0	False
38	38.0	die Maßeinheit der Masse	True	remplir ; vider	False	Sciences_exactes	09	0	False
39	39.0	das Gramm, e	True	déborder	False	Sciences_exactes	09	0	False
40	40.0	das Kilogramm, e/das Kilo, s	True	ol’unité de asse	False	Sciences_exactes	09	0	False
41	41.0	das Milligramm	True	le gramme	False	Sciences_exactes	09	0	True
42	42.0	das Pfund, e (Pfd)	True	le kilogramme, le kilo	False	Sciences_exactes	09	0	True
43	43.0	der Zentner, - (Zir)	True	le illigramme	False	Sciences_exactes	09	0	True
44	44.0	der Doppelzentner (dz)	True	la livre	False	Sciences_exactes	09	0	True
45	45.0	die Tonne, n	True	le demi-quintal	False	Sciences_exactes	09	0	True
46	46.0	wiegen, 0, 0 ; schwer wiegen, o, 0 itr	False	le quintal	False	Sciences_exactes	09	0	True
47	47.0	schwer ; leicht	False	la tonne	False	Sciences_exactes	09	0	True
48	48.0	das Nettogewicht ; das Rohgewicht	True	peser qc ; peser lourd	False	Sciences_exactes	09	0	False
49	49.0	die Waage, n	True	lourd : léger	False	Sciences_exactes	09	0	False
50	50.0	die Laufgewichtswaage	True	le poids net ; le poids brut	False	Sciences_exactes	09	0	True
51	51.0	das Laufgewicht, e	True	la balance, la bascule	False	Sciences_exactes	09	0	True
52	52.0	die Balkenwaage, n	True	la balance romaine	False	Sciences_exactes	09	0	True
53	53.0	die Waagschale, n	True	le curseur	False	Sciences_exactes	09	0	True
54	54.0	der Balken, -	True	la balance à léau	False	Sciences_exactes	09	0	True
55	55.0	das Zünglein, -	True	le plateau 	False	Sciences_exactes	09	0	True
56	56.0		False	le léau	False	Sciences_exactes	09	0	True
57	57.0		False	l'aiguille 	False	Sciences_exactes	09	0	True
58	58.0		False	 	False	Sciences_exactes	09	0	False
59	59.0		False		False	Sciences_exactes	09	0	False
0	0.0	af mesures	False	> POIDS ET NW	False	Sciences_exactes	09	1	False
1	1.0	Maße und Gewichte	False	poids	False	Sciences_exactes	09	1	False
2	2.0	das Maß, e	True	poids et esures	False	Sciences_exactes	09	1	False
3	3.0	die Maßeinheit, en	True	° la esure, la dimension	False	Sciences_exactes	09	1	False
4	4.0	die metrische Einheit	True	Funité de esure	False	Sciences_exactes	09	1	False
5	5.0	das Internationale Einheitensystem	True	l'unité étrique	False	Sciences_exactes	09	1	True
6	6.0	die Basiseinheiten	True	le système international	False	Sciences_exactes	09	1	True
7	7.0	die abgeleiteten Einheiten	True	d'unités	False	Sciences_exactes	09	1	False
8	8.0	die Genauigkeit ; die Ungenauigkeit	True	les unités ondamentales	False	Sciences_exactes	09	1	True
9	9.0	genau	False	les unités dérivées	False	Sciences_exactes	09	1	True
10	10.0	ungenau	False	la précision ; l'imprécision	False	Sciences_exactes	09	1	True
11	11.0	waag(e)recht	False	précis, exact	False	Sciences_exactes	09	1	False
12	12.0	senkrecht	False	imprécis, inexact	False	Sciences_exactes	09	1	False
13	13.0	messbar ; unmessbar	False	horizontal	False	Sciences_exactes	09	1	False
14	14.0	inkommensurabel	False	vertical	False	Sciences_exactes	09	1	False
15	15.0	der Messfehler, -	True	mesurable : immensurable	False	Sciences_exactes	09	1	False
16	16.0	der absolute Fehler	True	incommensurable, sans	False	Sciences_exactes	09	1	False
17	17.0	"der Maßstab, ""e"	True	limites	False	Sciences_exactes	09	1	False
18	18.0	im Maßstab 1:100 000	False	l'erreur de esure	False	Sciences_exactes	09	1	True
19	19.0	die Länge, n ; lang	True	l'erreur absolue	False	Sciences_exactes	09	1	True
20	20.0	die Längenmaße	True	Véchelle	False	Sciences_exactes	09	1	False
21	21.0	etw messen, a, &, |	False	au 1/ ° 	False	Sciences_exactes	09	1	False
22	22.0	nach Metern messen	False	+ la longueur ; long	False	Sciences_exactes	09	1	False
23	23.0	der/das (fam) Meter, -	True	les esures de longueur	False	Sciences_exactes	09	1	True
24	24.0	der/das Millimeter, -	True	mesurer qG	False	Sciences_exactes	09	1	False
25	25.0	der/das Zentimeter, -	True	métrer	False	Sciences_exactes	09	1	False
26	26.0	der/das Dezimeter, -	True	le ètre	False	Sciences_exactes	09	1	True
27	27.0	der/das Dekameter, -	True	le illimètre	False	Sciences_exactes	09	1	True
28	28.0	der/das Hektometer, -	True	le centimètre	False	Sciences_exactes	09	1	True
29	29.0	der Kilometer, -	True	le décimètre	False	Sciences_exactes	09	1	True
30	30.0	die nautische Einheit, en	True	le décamètre	False	Sciences_exactes	09	1	True
31	31.0	die Seemeile, n (1 852 m)	True	Vhectamètre 	False	Sciences_exactes	09	1	False
32	32.0	der Faden, -	True	le kilomètre	False	Sciences_exactes	09	1	True
33	33.0	die Kabellänge, n	True	la esure arine	False	Sciences_exactes	09	1	True
34	34.0	Wie lang war die Berliner Mauer ?	False	le ille arin	False	Sciences_exactes	09	1	True
35	35.0	Sie war 166 km lang.	False	la brasse	False	Sciences_exactes	09	1	True
36	36.0	die Entfernung, en	True	lencablure 	False	Sciences_exactes	09	1	False
37	37.0	Wie weit ist es von hier bis Berlin ?	False	Quelle était la longueur du	False	Sciences_exactes	09	1	False
38	38.0	die Strecke, n	True	mur de Berlin ?	False	Sciences_exactes	09	1	False
39	39.0	sich belaufen, ie, au, äu, auf+A	False	Il avait/faisait m) km d	False	Sciences_exactes	09	1	False
40	40.0	betragen, u, a,ä	False	longueur/de long.	False	Sciences_exactes	09	1	False
41	41.0	entfernt	False	+ la distance	False	Sciences_exactes	09	1	False
42	42.0	weit (von)	False	Quelle distance y a-t-il d’ici :	False	Sciences_exactes	09	1	False
43	43.0	in die Ferne schauen	False	Berlin ?	False	Sciences_exactes	09	1	False
44	44.0	in der Ferne liegen, a, e	False	la distance , le tral	False	Sciences_exactes	09	1	True
45	45.0	die Nähe ; nah( e)	True	s'élever à	False	Sciences_exactes	09	1	False
46	46.0	ganz nah	False	être de distant, éloigné	False	Sciences_exactes	09	1	False
47	47.0	Ich wohne hier in der Nähe.	False	loin	False	Sciences_exactes	09	1	False
48	48.0	die Höhe, n ; hoch	True	regarder au loin	False	Sciences_exactes	09	1	False
49	49.0	Wie hoch ist der Eiffelturm ?	False	être situé au loin	False	Sciences_exactes	09	1	False
